Player,Ht,Wt,Pos,GP,MP,RY,LY,EXP,PTS,ORB,DRB,TRB,AST,STL,BLK,2PM,2PA,3PM,3PA,FTM,FTA,TOV,PF,HOF
Sasha Vujacic,201,88,SG,648,10556,2005,2017,13,3750,235,1044,1279,880,390,39,684,1639,630,1713,492,575,394,1016,0
Bobby Portis,211,104,PF,126,2102,2016,2017,2,873,198,435,633,87,41,33,321,663,48,148,87,125,91,194,0
Samuel Dalembert,211,115,C,886,21646,2002,2015,14,6814,2289,4653,6942,465,437,1546,2809,5381,1,12,1193,1689,1271,2601,0
Bobby Jones,201,97,F,91,867,2007,2008,2,288,51,98,149,44,26,4,84,171,19,62,63,92,46,144,0
Salah Mejri,216,111,C,107,1302,2016,2017,2,338,138,293,431,24,40,97,136,211,1,4,63,107,63,206,0
Ryan Humphrey,203,106,SF,133,1216,2003,2005,3,290,120,168,288,29,29,37,113,344,0,3,64,115,71,188,0
Russell Westbrook,190,90,PG,668,22786,2009,2017,9,15156,1110,3039,4149,5293,1154,197,4533,9835,706,2258,3972,4829,2620,1616,0
Rudy Gay,203,104,SF,901,32033,2007,2017,11,16683,1329,4021,5350,2120,1215,725,5362,11277,941,2753,3136,3922,2238,2239,0
Ruben Boumtje-Boumtje,213,116,C,44,276,2002,2004,3,43,22,35,57,6,4,17,14,38,0,0,15,27,14,40,0
Bobby Brown,193,92,PG,251,3023,2009,2017,9,1214,46,140,186,424,73,8,325,763,156,491,96,118,223,279,0
Rodney White,203,95,SF,276,4031,2002,2005,4,1833,137,437,574,281,150,76,623,1394,115,350,242,331,322,373,0
Rodney Hood,203,93,SG,188,5198,2015,2017,3,2330,63,523,586,392,141,39,498,1086,337,926,323,395,235,453,0
Robert Sacre,213,122,C,189,2745,2013,2016,4,787,212,381,593,126,56,110,318,728,0,1,151,225,102,336,0
Rick Hughes,196,97,PF,21,224,2000,2000,1,82,24,25,49,9,3,1,35,71,0,1,12,26,14,30,0
reggie Williams,198,92,F,206,3736,2010,2017,8,1598,105,388,493,301,88,13,400,768,199,545,201,268,142,241,0
Raul Neto,185,81,PG,121,1845,2016,2017,2,576,21,129,150,208,83,7,147,316,74,193,60,79,124,170,0
Rafer Alston,188,77,PG,800,23260,2000,2010,11,8126,293,1954,2247,3784,971,125,1755,4343,1166,3314,1118,1527,1430,1646,0
Qyntel Woods,203,100,SF,167,2060,2003,2006,4,691,107,278,385,105,71,28,246,523,35,98,94,156,138,226,0
Quincy Miller,206,95,PF,79,1053,2013,2015,3,324,45,144,189,45,37,42,80,213,36,131,56,79,59,91,0
Primoz Brezec,218,114,C,413,6762,2002,2010,9,2583,605,828,1433,191,73,144,1064,2148,1,6,452,655,300,832,0
Pops Mensah-Bonsu,206,108,PF,103,912,2007,2011,5,331,154,174,328,20,27,28,116,288,0,4,99,162,69,145,0
Al Jefferson,208,131,C,879,25815,2005,2017,13,14091,2024,5523,7547,1317,612,1070,6042,12073,8,63,1983,2797,1190,2281,0
Patrick Patterson,206,104,PF,613,14742,2011,2017,7,5038,924,1986,2910,737,369,326,1543,3014,517,1400,401,541,489,1181,0
Patrick Christopher,196,94,SG,4,29,2015,2015,1,6,2,4,6,0,1,0,3,8,0,4,0,0,1,6,0
Pape Sy,201,102,SF,3,21,2011,2011,1,7,2,1,3,2,1,0,2,5,0,1,3,3,3,1,0
Orien Greene,193,94,SG,131,1555,2006,2011,6,326,49,146,195,155,98,15,116,276,11,52,61,95,144,228,0
Okaro White,203,92,PF,35,471,2017,2017,1,98,25,57,82,21,10,10,21,53,12,34,20,22,18,52,0
Nikoloz Tskitishvili,213,102,PF,224,2265,2003,2006,4,593,130,240,370,127,55,63,179,534,46,203,97,136,151,268,0
Nik Stauskas,198,92,SG,226,5124,2015,2017,3,1692,55,442,497,393,109,69,283,642,286,833,268,332,262,351,0
Nick Collison,208,115,PF,895,18528,2005,2017,13,5328,1759,2921,4680,935,446,469,2178,4026,21,101,909,1252,871,2500,0
Nemanja Nedovic,190,87,SG,24,142,2014,2014,1,26,3,12,15,13,0,1,5,21,3,18,7,8,13,13,0
Mustafa Shakur,190,86,PG,25,170,2011,2014,4,52,7,15,22,29,5,3,20,51,1,11,9,17,20,17,0
Morris Peterson,201,98,SG,711,19366,2001,2011,11,7628,569,1914,2483,1090,639,136,1738,3865,1009,2702,1125,1456,716,1606,0
Montrezl Harrell,203,108,C,97,1443,2016,2017,2,667,106,178,284,81,31,53,282,427,1,8,100,167,61,174,0
Miroslav Raduljica,213,113,C,53,488,2014,2015,2,189,56,57,113,23,8,13,71,134,0,0,47,57,30,92,0
Mike Sweetney,203,124,C,233,3610,2004,2007,4,1516,400,645,1045,145,73,107,564,1162,0,2,388,563,277,569,0
Mike Harris,198,108,PF,67,592,2008,2014,7,212,61,79,140,15,32,13,81,175,0,6,50,66,39,82,0
Mickael Gelabale,201,97,SF,145,2348,2007,2013,7,670,107,223,330,115,50,35,220,424,43,136,101,124,92,186,0
Michael Gbinije,201,90,SG,9,32,2017,2017,1,4,2,1,3,2,0,0,1,6,0,4,2,2,0,2,0
Michael Carter-Williams,198,86,PG,301,9207,2014,2017,4,4019,301,1270,1571,1719,470,167,1361,3120,157,633,826,1188,972,811,0
Melvin Sanders,196,95,SG,16,113,2006,2006,1,41,4,19,23,3,5,0,14,30,2,3,7,10,8,20,0
Blake Ahearn,188,86,PG,19,226,2008,2012,5,88,1,21,22,22,7,0,7,30,14,47,32,33,22,27,0
Maurice Ndour,206,90,PF,32,331,2017,2017,1,98,22,42,64,8,15,8,38,79,1,7,19,26,12,30,0
Maurice Carter,196,95,SG,20,220,2004,2004,1,84,4,18,22,8,0,0,14,48,8,22,32,40,18,20,0
Matt Bonner,208,106,C,792,13356,2005,2016,12,4632,622,1749,2371,552,285,213,952,1845,797,1923,337,432,299,1307,0
Marquese Chriss,208,105,PF,82,1743,2017,2017,1,753,96,252,348,60,67,70,212,408,72,224,113,181,108,263,0
Marcus Landry,201,104,SF,36,222,2010,2010,1,88,10,28,38,0,2,4,14,30,18,56,6,10,12,28,0
A.J. Hammons,198,99,C,22,163,2017,2017,1,48,8,28,36,4,1,13,12,32,5,10,9,20,10,21,0
Mamadou N'Diaye,203,111,C,97,1224,2001,2005,5,360,131,206,337,8,25,89,112,267,0,1,136,184,58,205,0
Malcolm Thomas,206,102,PF,60,449,2012,2015,4,106,37,96,133,20,8,12,40,80,2,15,20,35,37,43,0
Lynn Greer,188,79,SG,41,432,2007,2007,1,167,2,25,27,53,17,1,43,89,18,52,27,32,18,32,0
Luke Zeller,211,111,C,16,58,2013,2013,1,19,1,9,10,3,0,0,8,21,1,5,0,0,0,5,0
Luigi Datome,203,97,SF,76,656,2014,2015,2,293,20,84,104,29,10,15,77,156,43,119,10,12,29,50,0
Lou Williams,206,90,SG,863,20430,2006,2017,12,11446,309,1531,1840,2514,772,159,2516,5473,1112,3193,3078,3694,1308,1155,0
Lonny Baxter,203,117,PF,265,3050,2003,2006,4,1006,287,494,781,64,65,96,393,835,2,8,214,327,166,503,0
LeBron James,203,113,SF,1061,41272,2004,2017,14,28787,1289,6418,7707,7461,1749,817,8956,16508,1467,4295,6474,8752,3619,1977,0
Larry Owens,201,95,SF,31,361,2011,2012,2,93,4,39,43,20,18,11,20,44,14,31,11,22,12,46,0
Larry Drew jr,188,81,G,22,289,2015,2018,4,63,4,14,18,55,6,0,20,47,7,35,2,3,28,19,0
Laron Profit,196,92,SG,135,1537,2000,2006,7,441,52,157,209,166,70,25,152,324,21,89,74,104,116,138,0
Lance Stephenson,196,104,SG,445,10626,2011,2017,7,3801,282,1478,1760,1273,294,60,1291,2602,242,768,493,701,739,869,0
Kyle O'Quinn,208,113,C,321,4643,2013,2017,5,1760,444,1017,1461,378,137,306,731,1408,19,86,241,328,307,663,0
Kris Humphries,206,106,PF,922,16288,2005,2017,13,6180,1564,3346,4910,624,378,525,2290,4892,89,297,1333,1900,795,1695,0
Kirk Penney,196,99,SG,6,30,2004,2005,2,5,0,2,2,2,1,0,1,5,1,4,0,0,5,1,0
Kevinn Pinkney,208,111,PF,6,100,2007,2007,1,31,7,8,15,5,3,3,11,25,1,2,6,9,4,12,0
Kevin Murphy,196,83,SG,17,52,2013,2013,1,15,0,4,4,2,1,0,6,23,1,5,0,0,3,4,0
Kevin Burleson,190,92,PG,39,340,2006,2006,1,70,4,22,26,48,26,2,12,34,10,54,16,17,25,63,0
Kenny Thomas,201,118,PF,771,21451,2000,2010,11,7451,1816,3589,5405,1239,656,321,2876,6059,60,247,1519,2139,1301,1977,0
Kelly Oubre,201,92,SF,142,2276,2016,2017,2,737,86,307,393,60,80,24,197,386,79,267,106,148,83,295,0
Kedrick Brown,201,100,SF,198,2904,2002,2005,4,798,139,354,493,167,115,35,236,488,84,267,74,116,93,250,0
K.J. McDaniels,198,90,SF,259,3949,2015,2017,3,1475,176,430,606,180,133,182,394,821,133,457,288,372,285,380,0
Justin Williams,208,102,C,72,579,2007,2008,2,199,91,122,213,2,15,26,80,145,0,1,39,115,23,85,0
Justin Anderson,198,103,SF,205,3103,2016,2017,2,1272,156,466,622,161,101,71,305,582,138,471,248,313,156,263,0
Julius Randle,206,113,PF,156,4432,2015,2017,3,1896,323,1142,1465,408,102,66,709,1512,27,99,397,554,323,491,0
Juaquin Hawkins,201,99,SG,58,685,2003,2003,1,134,16,62,78,47,29,6,47,124,10,24,10,20,29,57,0
Josh Selby,188,83,PG,38,296,2012,2013,2,83,2,18,20,34,9,0,28,73,3,21,18,25,36,24,0
Josh Harrellson,208,124,C,75,888,2012,2014,3,265,80,147,227,26,30,36,72,145,33,95,22,35,33,96,0
Joseph Forte,193,87,SG,25,125,2002,2003,2,30,5,12,17,17,6,0,11,41,0,6,8,10,13,7,0
Jordan Williams,188,83,C,43,635,2012,2012,1,197,66,90,156,11,21,15,77,152,0,0,43,66,23,61,0
Jordan Crawford,196,95,SG,469,11385,2011,2017,7,5593,254,942,1196,1493,320,37,1566,3430,528,1686,877,1053,882,719,0
Jonathan Gibson,188,83,PG,17,231,2017,2017,1,106,1,21,22,26,8,0,20,50,15,45,21,29,21,21,0
Jon Leuer,208,103,PF,356,5594,2012,2017,6,2252,336,998,1334,290,130,95,799,1556,124,370,282,374,237,528,0
Beno Udrih,190,92,PG,982,20992,2005,2017,13,7895,360,1624,1984,3392,654,79,2581,5252,533,1522,1134,1362,1388,1466,0
Ben McLemore,196,88,SG,293,7476,2014,2017,4,2742,137,617,754,352,203,53,626,1341,367,1043,389,499,395,668,0
John Edwards,213,124,C,65,435,2005,2006,2,99,26,41,67,8,6,19,42,94,0,0,15,25,20,88,0
Joffrey Lauvergne,211,99,C,223,3269,2015,2017,3,1308,248,621,869,209,71,37,445,876,82,265,172,243,188,324,0
Joel Przybilla,216,115,C,645,12599,2001,2013,13,2406,1181,2740,3921,276,167,868,939,1715,0,3,528,958,621,1736,0
Ben Handlogten,208,108,C,38,469,2004,2005,2,163,45,75,120,19,10,9,68,129,0,1,27,44,28,87,0
Joel Embiid,213,113,C,31,786,2017,2017,1,627,61,182,243,66,27,76,164,331,36,98,191,244,117,112,0
Joe Young,188,81,PG,74,519,2016,2017,2,222,7,60,67,80,19,0,73,172,15,69,31,40,38,35,0
Joe Ingles,203,102,SF,242,4886,2015,2017,3,1319,64,522,586,502,223,22,199,405,276,691,93,126,270,385,0
Joe Crawford,196,95,SF,2,23,2009,2009,1,9,1,3,4,1,1,0,2,6,1,4,2,2,0,2,0
Jodie Meeks,193,95,SG,514,11606,2010,2017,8,4731,141,940,1081,544,401,36,854,1823,737,1982,812,925,396,624,0
Ben Bentil,206,106,PF,3,10,2017,2017,1,0,0,2,2,0,0,0,0,2,0,1,0,0,1,1,0
Joakim Noah,211,104,C,618,17863,2008,2017,10,5557,2071,3718,5789,1807,511,840,2129,4327,0,15,1299,1858,1073,1764,0
Jimmer Fredette,188,88,SG,290,3685,2012,2016,5,1698,60,228,288,388,106,14,391,893,234,592,214,244,268,254,0
Jeryl Sasser,198,90,SG,82,1061,2002,2003,2,204,67,124,191,67,48,12,54,177,13,44,57,83,41,94,0
Baron Davis,190,94,PG,939,31822,2000,2012,13,15092,829,2685,3514,6778,1689,402,3937,8644,1531,4752,2625,3666,2585,2630,0
Jerome Beasley,208,107,PF,2,5,2004,2004,1,2,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0
Jermareo Davidson,208,104,SF,52,433,2008,2009,2,162,31,65,96,14,9,18,68,160,0,0,26,45,22,58,0
Jermaine Jackson,193,92,PG,188,1903,2000,2006,7,383,53,149,202,258,61,15,125,303,4,29,121,169,112,178,0
Jeremy Richardson,198,83,SF,78,397,2007,2009,3,135,5,31,36,7,8,0,28,88,24,61,7,10,17,36,0
Jeremy Lamb,196,83,SG,276,4688,2013,2017,5,2214,114,716,830,316,148,87,615,1213,232,715,288,350,184,411,0
Jerami Grant,203,95,SF,302,6505,2015,2017,3,2034,224,747,971,306,160,353,509,1073,170,534,506,809,283,657,0
Awvee Storey,198,100,SG,60,407,2005,2008,4,143,43,38,81,21,10,2,54,124,4,16,23,45,15,66,0
Jeff Adrien,201,111,PF,206,3109,2011,2015,5,1071,323,642,965,138,74,115,407,830,0,2,257,407,130,367,0
Jay Williams,206,108,PG,75,1961,2003,2003,1,714,27,168,195,350,86,17,208,483,65,202,103,161,171,179,0
Austin Rivers,193,90,SG,423,9401,2013,2017,5,3449,138,695,833,900,263,65,977,2172,315,931,550,840,457,872,0
Javaris Crittenton,196,90,SG,226,3706,2008,2009,2,1190,168,384,552,402,118,16,434,932,24,104,250,392,274,296,0
Jason Thompson,185,83,C,635,15290,2009,2016,8,5357,1296,2718,4014,664,295,434,2153,4306,11,57,1018,1546,762,1831,0
Jason Maxiell,201,117,PF,618,11379,2006,2015,10,3481,1048,1528,2576,266,230,490,1398,2818,0,5,685,1214,487,1197,0
Jason Kapono,203,96,SG,509,9068,2004,2012,9,3398,165,679,844,417,180,25,879,1972,457,1054,269,322,327,777,0
Jason Collier,193,88,C,151,2178,2001,2005,5,841,175,268,443,51,36,32,331,723,7,20,158,214,120,295,0
Jarvis Hayes,201,99,SF,427,9898,2004,2010,7,3553,244,1086,1330,459,312,56,1005,2262,392,1101,367,460,374,852,0
Jarrett Jack,190,90,PG,888,24314,2006,2017,12,9618,275,2194,2469,3846,702,109,2817,6036,628,1831,2100,2455,1718,1587,0
Jarell Martin,208,108,PF,69,938,2016,2017,2,318,81,167,248,23,25,16,103,240,9,27,85,112,47,149,0
Jared Reiner,211,115,C,46,376,2005,2007,3,54,34,75,109,14,8,13,25,73,0,0,4,14,23,80,0
Jared Cunningham,193,88,SG,141,1095,2013,2016,4,343,10,90,100,67,38,4,70,191,32,108,107,157,55,129,0
JamesOn Curry,190,86,PG,1,0,2010,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Southerland,203,97,SF,8,60,2014,2014,1,28,0,16,16,0,2,4,4,18,6,12,2,4,2,6,0
James Posey,203,97,SF,947,25778,2000,2011,12,8312,845,3642,4487,1597,1023,313,1699,3647,1105,3196,1599,1947,1125,2527,0
James Michael,198,90,PF,108,856,2015,2017,3,326,79,106,185,36,33,46,128,235,3,10,61,116,41,107,0
James Johnson,206,113,PF,512,10177,2010,2017,8,3840,446,1327,1773,955,400,497,1332,2551,192,655,600,869,729,1130,0
James Ennis,201,95,SF,170,3210,2015,2017,3,1059,162,357,519,154,103,46,221,446,134,348,215,272,136,310,0
Jamel Thomas,198,97,SF,19,148,2000,2001,2,47,6,13,19,12,5,0,21,46,1,9,2,2,16,10,0
Jamal Sampson,211,106,C,72,631,2003,2007,5,142,80,162,242,26,9,32,53,107,0,1,36,67,33,91,0
Jamaal Tinsley,190,88,PG,547,14443,2002,2014,13,4652,345,1260,1605,3330,776,155,1362,3155,397,1326,737,1029,1375,1306,0
Jake Tsakalidis,218,129,C,351,5395,2001,2007,7,1581,478,864,1342,106,81,235,609,1255,0,1,363,552,292,740,0
Jahlil Okafor,211,124,C,103,2725,2016,2017,2,1518,203,410,613,123,42,110,638,1246,1,6,239,352,215,262,0
Jabari Brown,193,97,SG,19,568,2015,2015,1,227,3,33,36,40,12,2,47,108,23,62,64,85,32,33,0
J.J. Redick,188,86,SG,768,19544,2007,2017,11,9314,146,1349,1495,1572,361,61,1707,3537,1436,3515,1592,1790,863,1136,0
J.J. Barea,203,94,PG,695,13482,2007,2017,11,5977,215,1184,1399,2513,269,18,1649,3599,634,1804,777,972,1011,1008,0
Adonis Thomas,201,90,SF,12,74,2014,2014,1,28,0,6,6,6,0,0,10,18,2,10,2,2,2,12,0
Isaiah Whitehead,193,96,PG,73,1643,2017,2017,1,543,32,152,184,192,42,36,160,359,44,149,91,113,142,175,0
Ime Udoka,198,97,SF,316,5711,2004,2011,8,1635,219,707,926,308,208,54,396,859,218,612,189,268,221,528,0
Ian Mahinmi,211,113,C,469,7902,2008,2017,10,2421,676,1371,2047,230,263,341,912,1686,0,6,597,1003,435,1207,0
Arnett Moultrie,211,112,PF,59,729,2013,2014,2,210,87,93,180,12,25,14,94,172,0,0,22,33,26,65,0
Horace Jenkins,185,81,PG,15,104,2005,2005,1,42,3,6,9,9,5,1,15,36,0,9,12,13,7,6,0
Hiram Fuller,206,108,PF,4,43,2004,2004,1,8,4,7,11,2,0,1,3,8,0,0,2,6,4,5,0
Henry Sims,208,112,C,181,3417,2013,2016,4,1381,352,555,907,192,104,84,529,1106,4,24,311,409,194,405,0
Hedo Turkoglu,208,99,SF,1078,29235,2001,2015,15,11899,692,3635,4327,3175,822,333,2800,6200,1373,3556,2180,2801,1710,2650,0
Hassan Whiteside,213,120,C,217,5891,2011,2017,7,2942,692,1782,2474,93,130,568,1210,2069,0,0,522,855,354,570,0
Harrison Barnes,190,92,PF,386,11425,2013,2017,5,4605,407,1412,1819,564,285,78,1392,2890,365,986,726,936,415,708,0
Archie Goodwin,196,90,SG,180,2610,2014,2017,4,1150,93,266,359,230,73,43,353,716,50,206,294,415,220,200,0
Hamed Haddadi,218,115,C,181,1378,2009,2013,5,423,180,303,483,55,17,119,165,358,0,5,93,152,123,269,0
Antonis Fotsis,208,99,PF,28,320,2002,2002,1,108,25,37,62,10,9,11,35,81,7,23,17,20,21,22,0
Greg Smith ,208,113,C,149,1834,2012,2016,5,596,165,324,489,41,32,59,243,393,0,1,110,191,65,290,0
Greg Oden,213,113,C,105,2028,2009,2014,6,840,256,400,656,51,40,130,317,552,0,0,206,313,138,374,0
Greg Buckner,193,95,SF,570,10895,2000,2009,10,2878,457,1136,1593,719,454,111,881,1775,239,716,399,527,394,1342,0
Grant Jerrett,208,106,PF,16,102,2015,2015,1,32,4,14,18,6,4,4,12,22,2,30,2,2,6,22,0
Gordan Giricek,198,95,SG,589,13844,2003,2008,6,5757,270,1231,1501,905,354,74,1753,3768,470,1286,841,1015,817,1134,0
Antonio Burks,185,90,PG,81,789,2005,2006,2,186,5,44,49,104,33,1,75,187,4,17,24,42,48,70,0
Gilbert Arenas,190,86,PG,622,21147,2002,2012,11,12157,466,1891,2357,3183,958,155,2815,6180,1176,3404,2999,3737,1921,1871,0
Gerald Fitch,190,85,PG,18,239,2006,2006,1,84,7,23,30,33,7,5,23,63,7,26,17,23,15,28,0
Zoran Planinic,201,88,PG,148,1584,2004,2006,3,561,47,151,198,165,58,7,160,358,37,128,130,192,120,237,0
Adam Morrison,203,92,SF,213,3989,2007,2010,4,1409,100,322,422,263,49,16,391,1004,156,471,159,223,204,350,0
Zach Randolph,206,117,PF,1107,34865,2002,2017,16,18762,3339,6976,10315,2025,835,307,7310,15205,180,679,3602,4729,2288,2643,0
Yogi Ferrell,183,81,PG,92,2394,2017,2017,1,924,40,182,222,344,84,18,184,436,136,352,148,178,140,180,0
Xavier Silas,196,92,SG,2,39,2012,2012,1,11,2,2,4,3,0,0,3,9,1,6,2,3,3,5,0
Will Solomon,185,83,PG,168,2296,2002,2009,8,847,36,160,196,358,89,15,221,487,102,334,99,141,170,218,0
Geno Carlisle,190,81,SG,6,16,2005,2005,1,8,1,0,1,1,0,0,2,3,0,0,4,6,1,1,0
Will Blalock,183,92,PG,14,166,2007,2007,1,25,6,9,15,17,5,0,8,25,1,5,6,6,12,9,0
Wayne Simien,206,115,PF,51,507,2006,2007,2,169,43,56,99,11,15,1,67,143,0,0,35,41,27,83,0
Wang Zhizhi,213,115,C,153,1370,2001,2005,5,651,60,189,249,41,28,40,156,361,74,196,117,157,74,168,0
Walter Herrmann,206,102,SF,197,2312,2007,2009,3,972,100,292,392,84,38,13,234,462,134,363,102,128,73,167,0
Gary Harris,193,95,SG,188,4940,2015,2017,3,1971,123,339,462,340,207,33,512,964,233,655,248,314,212,306,0
Gary Forbes,201,99,SG,111,1504,2011,2012,2,645,55,163,218,103,47,10,188,403,48,141,125,178,100,133,0
Garth Joseph,218,142,C,8,32,2001,2001,1,4,4,0,4,2,0,2,2,10,0,0,0,4,4,2,0
Garret Siler,211,138,C,21,101,2011,2011,1,45,16,12,28,3,1,4,17,31,0,0,11,22,10,20,0
Gani Lawal,206,106,PF,1,2,2011,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gabe Pruitt,193,77,SG,62,461,2008,2009,2,125,10,41,51,52,20,3,28,80,17,60,18,23,24,44,0
Uros Slokar,208,107,C,20,72,2007,2007,1,38,7,7,14,1,1,2,13,24,1,2,9,13,9,11,0
Tyshawn Taylor,190,83,PG,61,491,2013,2014,2,174,5,28,33,57,25,1,54,153,9,25,39,57,56,54,0
Anthony Morrow,196,95,SG,654,13377,2009,2017,9,5762,332,944,1276,532,354,78,1254,2664,864,2113,662,750,394,984,0
Tyler Hansbrough,206,113,PF,428,7233,2010,2016,7,2881,745,1063,1808,181,207,91,944,2134,3,22,984,1333,319,869,0
Fred Jones,193,95,SF,493,11618,2003,2009,7,3618,180,893,1073,1098,384,131,844,1905,385,1107,775,955,578,952,0
Trey Johnson,196,98,SG,31,263,2009,2012,4,93,7,20,27,26,3,2,30,79,2,6,27,29,16,38,0
Trevor Booker,203,103,PF,464,9714,2011,2017,7,3251,911,1702,2613,484,328,256,1304,2447,67,213,442,706,481,944,0
Tornike Shengelia,206,98,SF,71,401,2013,2014,2,88,17,38,55,31,9,3,35,65,1,14,15,32,35,47,0
Tony Snell,201,90,SG,293,6280,2014,2017,4,1802,91,656,747,289,131,57,330,702,330,885,152,187,199,395,0
Tony Mitchell,203,106,F,21,79,2014,2014,1,22,15,11,26,2,6,3,4,11,1,1,11,19,4,9,0
Francisco Elson,213,106,C,547,8086,2004,2012,9,1948,553,1299,1852,286,244,275,819,1751,3,17,301,432,403,1103,0
Toney Douglas,188,88,PG,516,9475,2010,2017,8,3745,265,835,1100,1108,439,38,797,1787,557,1574,480,578,525,1001,0
Tomas Satoransky,201,95,SG,57,719,2017,2017,1,154,25,58,83,92,26,6,52,109,9,37,23,33,38,60,0
Fab Melo,213,115,C,6,36,2013,2013,1,7,0,3,3,0,2,2,3,6,0,0,1,4,1,7,0
Evan Eschmeyer,211,115,C,153,2138,2000,2003,4,421,220,381,601,76,69,95,158,341,0,0,105,169,96,399,0
Etan Thomas,206,116,C,409,7084,2002,2011,10,2341,677,1250,1927,149,128,427,890,1734,0,0,561,930,385,889,0
Erik Murphy,208,104,C,24,62,2014,2014,1,6,2,6,8,2,0,4,3,10,0,3,0,0,2,7,0
Tim Hardaway jr,198,92,G,370,9531,2014,2019,6,4766,121,791,912,677,234,58,1010,2048,668,1934,742,910,413,616,0
Erick Green,193,83,PG,61,494,2015,2016,2,172,13,30,43,45,14,0,55,131,16,57,14,16,14,34,0
Tierre Brown,188,85,PG,134,1654,2002,2005,4,527,41,125,166,266,64,4,172,441,30,85,93,121,143,95,0
Thomas Robinson,208,107,PF,437,6058,2013,2017,5,2169,759,1366,2125,269,234,157,904,1933,0,9,361,706,466,774,0
Eric Maynor,190,79,PG,443,6455,2010,2014,5,1896,106,456,562,1260,182,34,553,1351,179,521,253,353,474,483,0
Eric Gordon,193,97,SG,492,16471,2009,2017,9,8151,224,1027,1251,1559,491,159,1749,3747,1023,2690,1584,1940,1050,985,0
Eric Bledsoe,185,86,PG,418,11309,2011,2017,7,5480,337,1246,1583,1924,583,204,1554,3233,359,1075,1295,1619,1128,827,0
Terence Morris,206,100,SF,139,1934,2002,2006,5,472,123,254,377,93,35,49,187,402,22,112,32,45,81,126,0
Enes Kanter,211,111,C,520,11614,2012,2017,6,6194,1462,2206,3668,324,204,226,2474,4628,48,152,1102,1430,827,1131,0
Taylor Griffin,201,107,SF,8,32,2010,2010,1,10,0,2,2,1,0,2,4,8,0,2,2,4,1,4,0
Acie Law,190,88,PG,265,3345,2008,2011,4,1053,48,227,275,419,126,5,341,731,38,167,257,334,205,270,0
Tarik Black,206,113,C,232,3979,2015,2017,3,1274,471,764,1235,139,82,110,520,940,1,4,231,390,176,567,0
Elton Brand,203,124,C,1058,34910,2000,2016,17,16827,3304,5736,9040,2184,940,1828,6597,13164,2,21,3627,4929,2060,3115,0
Elijah Millsap,198,102,SG,69,1120,2015,2017,3,287,37,154,191,78,63,19,64,180,29,104,72,106,78,159,0
Stromile Swift,206,102,PF,622,11833,2001,2009,9,4987,965,1815,2780,304,373,745,1869,3914,3,30,1240,1785,757,1510,0
Elfrid Payton,193,83,PG,237,7046,2015,2017,3,2555,273,724,997,1530,319,80,968,2070,81,280,376,615,558,529,0
Steven Hill,213,112,PF,1,2,2009,2009,1,2,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0
Ekpe Udoh,208,108,PF,331,5854,2011,2015,5,1412,461,653,1114,236,164,426,536,1243,0,5,340,467,242,747,0
Edwin Ubiles,198,92,SF,4,52,2012,2012,1,14,2,8,10,1,1,1,4,13,1,5,3,3,1,1,0
Steve Francis,190,88,PG,646,24025,2000,2008,9,11451,1034,2471,3505,3818,920,240,3276,7265,600,1767,3099,3893,2244,2017,0
Eddie Griffin,208,99,PF,303,6729,2002,2007,6,2171,497,1247,1744,236,105,518,617,1511,237,752,226,337,227,506,0
Stanislav Medvedenko,208,113,C,263,3340,2001,2007,7,1390,335,409,744,136,88,42,588,1298,2,13,208,281,159,518,0
Sonny Weems,198,92,SF,226,3834,2009,2016,8,1296,95,360,455,306,94,29,507,1055,49,161,135,196,239,315,0
Solomon Alabi,216,113,C,26,181,2011,2012,2,39,22,39,61,5,4,11,16,51,0,0,7,10,8,16,0
Slavko Vranes,226,124,C,1,3,2004,2004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Sim Bhullar,226,163,C,3,3,2015,2015,1,2,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0
Andy Rautins,193,86,SG,5,24,2011,2011,1,8,0,1,1,3,1,0,2,3,1,4,1,2,7,0,0
Sergio Rodriguez,190,79,PG,419,6329,2007,2017,11,2181,145,469,614,1395,261,18,609,1311,234,691,261,354,605,525,0
Semaj Christon,190,86,PG,64,973,2017,2017,1,183,19,69,88,130,28,6,65,160,12,63,17,31,43,79,0
Earl Barron,213,113,C,173,2449,2006,2015,10,758,242,387,629,79,59,42,302,819,3,18,145,212,134,340,0
Dwight Powell,211,108,C,204,2797,2015,2017,3,1095,213,466,679,111,115,75,373,695,29,112,262,349,96,333,0
Sasha Pavlovic,211,122,SG,598,9250,2004,2013,10,2863,189,843,1032,533,282,105,779,1802,320,921,345,514,472,1060,0
Duje Dukan,206,99,SF,1,24,2016,2016,1,6,2,2,4,1,1,0,0,5,2,5,0,0,0,2,0
Samardo Samuels,206,117,C,109,1722,2011,2013,3,638,148,218,366,45,38,41,237,528,0,4,164,251,115,231,0
Drew Gooden,208,113,PF,1050,27141,2003,2016,14,11722,2536,5031,7567,1155,716,638,4541,9652,103,408,2331,3038,1614,2670,0
